"Data","Study","sample_ids","GEO.series.accession.or.data.source","GEO.sample.accession.or.dataset.name","Author.described.protocol","Protocol.classification.region","Original.protocol.cited","Batch.variable","Age","Condition","Donor.ID..cell.line","Sequencing.platform","Normalization.of.available.data","Normalization.for.this.study","unprocessed_seurat_path","processed_seurat_path","pre_qc_cell_number","post_qc_cell_number","mean_mito","median_mito","mean_feature","median_feature","mean_count","median_count","dividing_cons_coexp_metric","intProg_cons_coexp_metric","nProg_cons_coexp_metric","glut_cons_coexp_metric","gaba_cons_coexp_metric","nonN_cons_coexp_metric","micro_cons_coexp_metric","egad_auc_gaba_markers","egad_auc_glut_markers","egad_auc_nonN_markers","egad_auc_intProg_markers","egad_auc_divProg_markers","egad_auc_nProg_markers","egad_auc_micro_markers","go_nProg_missing_ratio","go_nProg_no_exp_ratio","go_nProg_mean_counts","go_nProg_median_counts","go_divProg_missing_ratio","go_divProg_no_exp_ratio","go_divProg_mean_counts","go_divProg_median_counts","go_intProg_missing_ratio","go_intProg_no_exp_ratio","go_intProg_mean_counts","go_intProg_median_counts","go_glut_missing_ratio","go_glut_no_exp_ratio","go_glut_mean_counts","go_glut_median_counts","go_gaba_missing_ratio","go_gaba_no_exp_ratio","go_gaba_mean_counts","go_gaba_median_counts","go_nonN_missing_ratio","go_nonN_no_exp_ratio","go_nonN_mean_counts","go_nonN_median_counts","go_micro_missing_ratio","go_micro_no_exp_ratio","go_micro_mean_counts","go_micro_median_counts","treatment","genome_cons_coexp_score"
"","Chen et al. 2021","chen_1","GSE164089","GSM4996460","brain organoid","undirected","Modified from Lancaster and Knoblich 2014; Qian et al. 2016","Cell line/Condition","No annotation","Normal","14048","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996460_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996460_seurat_processed.Rdata",9388,9032,5.73536606140583,5.37066427777652,2973.25575730735,2883,8366.45161647476,7218,0.999402795903352,0.820972405687362,0.94628848663541,0.85771878881237,0.669349843668744,0.845911031627113,0.486163388439961,0.561435876062964,0.839349335748792,0.869607111111111,0.811704585442522,0.974032838456895,0.957669058701836,0.549580068438376,0.0131578947368421,0,3603.62666666667,919,0,0,1695.55555555556,806,0,0.0126582278481013,1353.9746835443,340,0.0108695652173913,0.010989010989011,7569.20879120879,1859,0.0240963855421687,0,1015.62962962963,116,0.0266666666666667,0.0136986301369863,1896.17808219178,339,0,0.181818181818182,2511.23232323232,31,"Normal",0.695758755907303
"","Chen et al. 2021","chen_2","GSE164089","GSM4996461","brain organoid","undirected","Modified from Lancaster and Knoblich 2014; Qian et al. 2016","Cell line/Condition","No annotation","Serum exposed","14048","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996461_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996461_seurat_processed.Rdata",5486,5039,7.32070091244684,7.02486839716827,3396.64675530859,3394,11442.9583250645,10152,0.999384536065864,0.826832273739301,0.937563916497707,0.852207957599817,0.654353369784421,0.836594808835613,0.504771749590252,0.688650202966867,0.844368691770186,0.844928,0.800311544492234,0.959304221281795,0.935666860615464,0.662667890496637,0.0131578947368421,0,3393.14666666667,870,0,0,1358.79797979798,652,0,0.0126582278481013,1371.86075949367,225,0.0108695652173913,0,4895.10989010989,1383,0.0240963855421687,0,724.703703703704,117,0.0266666666666667,0,1619.67123287671,342,0,0.181818181818182,2863.93939393939,28,"Treated",0.70654912409988
"","Chen et al. 2021","chen_3","GSE164089","GSM4996462","brain organoid","undirected","Modified from Lancaster and Knoblich 2014; Qian et al. 2016","Cell line/Condition","No annotation","Normal","ADRC28","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996462_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996462_seurat_processed.Rdata",6712,6244,7.88574436000443,7.05588963752835,3246.97805893658,3306.5,9500.47165278667,8867.5,0.997648777396469,0.790030016562339,0.947610794955875,0.845766680256469,0.640449089120754,0.832983840043824,0.489017171570702,0.523593139306709,0.792647946859903,0.836338747474748,0.690917523709338,0.977092903698408,0.948377941556762,0.610046879160029,0.0131578947368421,0,1739.6,484,0,0,614.868686868687,245,0,0.0506329113924051,876.215189873418,167,0.0108695652173913,0.032967032967033,9532.20879120879,1697,0.0240963855421687,0.0987654320987654,760.296296296296,89,0.0266666666666667,0.0136986301369863,1363.95890410959,206,0,0.242424242424242,1638.54545454545,30,"Normal",0.688782047824429
"","Chen et al. 2021","chen_4","GSE164089","GSM4996463","brain organoid","undirected","Modified from Lancaster and Knoblich 2014; Qian et al. 2016","Cell line/Condition","No annotation","Serum exposed","ADRC28","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996463_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/chen_2021_GSM4996463_seurat_processed.Rdata",5496,5084,6.94072432681833,6.52280618116845,3372.67014162077,3438,11104.3345790716,10053,0.999023342809896,0.805862162428392,0.944684691331015,0.859490182768831,0.650779385122296,0.846121030499299,0.509507614205763,0.59881872624593,0.801390506383713,0.859670303030303,0.720980230509351,0.964600129737744,0.936128458753556,0.631841937652335,0.0131578947368421,0.0266666666666667,2256.26666666667,648,0,0,1028.85858585859,463,0,0.0253164556962025,1030.17721518987,242,0.0108695652173913,0.010989010989011,8709.01098901099,2106,0.0240963855421687,0.0740740740740741,713.345679012346,84,0.0266666666666667,0.0136986301369863,1446.97260273973,284,0,0.202020202020202,1914.91919191919,43,"Treated",0.712072012292467
"","Dailamy et al. 2021","dailamy_1","GSE164268","GSM5005486","neuro-vascular organoid","undirected neuro-vascular","Authors developed the protocol","Condition","No annotation","45 days neural induction","H1","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/dailamy_2021_GSM5005486_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/dailamy_2021_GSM5005486_seurat_processed.Rdata",10765,10654,4.72778348122982,3.13857531599467,2044.23775107941,2018,5839.53885864464,5408,0.99956025038436,0.691476146744647,0.648575775074983,0.840189703833375,0.703522621589844,0.635522644883755,0.854379382788199,0.66674810491402,0.830809502242926,0.605946828282828,0.580259543731247,0.924281894720223,0.642594711662788,0.91877294374746,0,0.0131578947368421,7845.27631578947,1041.5,0,0,1735.53535353535,973,0,0.0379746835443038,1232.29113924051,214,0,0,1177.77173913043,215,0,0.0120481927710843,695.903614457831,119,0,0.0266666666666667,2497.13333333333,745,0.0101010101010101,0,6060.62244897959,812,"Treated",0.71310035858865
"","Dailamy et al. 2021","dailamy_2","GSE164268","GSM5005487","neuro-vascular organoid","undirected neuro-vascular","Authors developed the protocol","Condition","No annotation","15 days neural induction","H1","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/dailamy_2021_GSM5005487_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/dailamy_2021_GSM5005487_seurat_processed.Rdata",5962,5750,5.75141823635156,3.93943203364626,2473.16765217391,2453,7618.91843478261,6919,0.999479399339228,0.657650368843958,0.648724659175611,0.843216595880609,0.661251133394325,0.626405497285192,0.872307003526492,0.587138026451861,0.849604522515528,0.584106666666667,0.523686645055638,0.945524856839842,0.589854215153866,0.937039929904354,0,0.0263157894736842,5303.61842105263,909,0,0,1018.68686868687,531,0,0.0379746835443038,759.784810126582,136,0,0.0108695652173913,1188.28260869565,185.5,0,0.0240963855421687,667.361445783133,137,0,0.0533333333333333,2045.26666666667,451,0.0101010101010101,0.0102040816326531,5366.48979591837,1024.5,"Treated",0.700885640295679
"","Dailamy et al. 2021","dailamy_3","GSE164268","GSM5005488","vascular organoid","vascular organoid","Authors developed the protocol","Condition","No annotation","no induction","H1","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/dailamy_2021_GSM5005488_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/dailamy_2021_GSM5005488_seurat_processed.Rdata",10232,10088,6.55339202522936,4.83000782437778,1890.82315622522,1768,5795.71203409992,4921,0.999656431881286,0.592282665955308,0.623915836282184,0.53351686571524,0.503126537762049,0.607056181223517,0.855547426510257,0.352066525467117,0.435016067115252,0.592714343434343,0.407483533714075,0.902848689800779,0.53573829842255,0.940183348949914,0,0,9665.67105263158,880,0,0,1664.62626262626,977,0,0.0759493670886076,2113.93670886076,94,0,0.0543478260869565,402.880434782609,93.5,0,0.036144578313253,588.168674698795,74,0,0.0666666666666667,2370.45333333333,618,0.0101010101010101,0,5971.97959183673,811,"Treated",0.670999864919233
"","Eura et al. 2020","eura_1","GSE145306","GSM4314535","brainstem","directed brainstem","Modified from Thomas et al. 2017; Trujillo et al. 2018","No batch annotations","No annotation","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/eura_2020_GSM4314535_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/eura_2020_GSM4314535_seurat_processed.Rdata",2345,2292,1.58598161871062,1.47899012486054,3391.65881326353,3352.5,12438.8856893543,11210,0.999496585068628,0.758840477205829,0.810367478522785,0.827089379569483,0.724850001776161,0.741921375287995,0.513169785730083,0.729692684390264,0.857816813319531,0.780246626262626,0.728481296761206,0.954163252838074,0.784519006982157,0.654444547410908,0.0263157894736842,0,2329.17567567568,685,0,0,928.060606060606,425,0.0506329113924051,0,326.96,152,0.0326086956521739,0,606.494382022472,97,0.036144578313253,0,681.875,85.5,0.0533333333333333,0,813.901408450704,184,0.222222222222222,0,5260.1948051948,103,"Normal",0.667135082284852
"","Fair et al. 2020","fair_1","GSE157019","GSM4750931","cerebral","undirected","Hester and Hood 2017","Age","day_93","Normal","A18945","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fair_2020_GSM4750931_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fair_2020_GSM4750931_seurat_processed.Rdata",6172,5899,14.6582621865591,10.3102625298329,1930.25902695372,1789,5094.01610442448,4068,0.999765258559787,0.844198347926587,0.967399978630902,0.883625592890152,0.704772252526953,0.919805629400487,0.517289747003605,0.635300965222874,0.850595507677709,0.898423595959596,0.806273539918853,0.935398840597617,0.878861520558573,0.724410504736702,0,0.0131578947368421,2208.63157894737,624.5,0,0,1128.48484848485,626,0,0,945.189873417722,234,0,0.0108695652173913,2636.80434782609,701.5,0,0.036144578313253,393.421686746988,96,0,0.0133333333333333,1392.28,374,0.0101010101010101,0.214285714285714,949.020408163265,42,"Normal",0.756374793672009
"","Fair et al. 2020","fair_2","GSE157019","GSM4750932","cerebral","undirected","Hester and Hood 2017","Age","day_140","Normal","A18945","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fair_2020_GSM4750932_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fair_2020_GSM4750932_seurat_processed.Rdata",4479,4384,8.77572531762097,7.576991503144,2119.2588959854,1919,5757.79744525547,4481,0.999649987232761,0.77159155082105,0.964422932603392,0.865440861243215,0.726891596547144,0.893456071664492,0.531551851835577,0.775376547102146,0.884093555900621,0.874871595959596,0.648276775355967,0.959428271354877,0.888333979829325,0.730520583731593,0,0.0131578947368421,2180.52631578947,588.5,0,0,1294.49494949495,644,0,0,692.341772151899,184,0,0.0108695652173913,1157.8152173913,219,0,0.0120481927710843,645.265060240964,116,0,0.0133333333333333,1767.36,440,0.0101010101010101,0.122448979591837,1295.61224489796,76,"Normal",0.74228976692555
"","Fernando et al. 2022","fernando_1","GSE174232","GSM5289680","cerebral","undirected","Lancaster et al. 2013","No batch annotations","month_3","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fernando_2022_GSM5289680_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fernando_2022_GSM5289680_seurat_processed.Rdata",10016,10010,5.80026289672899,5.6805330346038,1639.87502497502,1575,3682.37302697303,3372.5,0.999548776957061,0.785265973295905,0.95032457497119,0.885623477714475,0.63560357724581,0.839844136175423,0.525352222012283,0.357742950950821,0.776384305986888,0.848923151515152,0.69678968042287,0.95683302615005,0.936882596327903,0.643918432909259,0,0,1587.76315789474,461.5,0,0,854.888888888889,410,0,0.0632911392405063,777.79746835443,142,0,0.0108695652173913,4357.78260869565,934.5,0,0.0481927710843374,340.855421686747,44,0,0.04,1107.44,168,0.0101010101010101,0.275510204081633,1139.13265306122,12,"Normal",0.708114008050674
"","Field et al. 2019","field_1","GSE106245","GSM2867931","cortical","directed cortical","Eiraku et al. 2008","Age","wk01","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867931_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867931_seurat_processed.Rdata",2083,1696,3.28872229198504,3.494653748825,4496.53773584906,4527,17028.2535377359,16567,0.989698693152219,0.571226439048207,0.582322890882773,0.527132460643862,0.514419338138479,0.598751059339101,0.527430987334801,0.463992318457081,0.496240672446515,0.637977535353535,0.619929397340774,0.722753234985651,0.729238427721748,0.630744364179634,0.0131578947368421,0.04,1787.66666666667,401,0.0101010101010101,0,2163.92857142857,1364.5,0.0126582278481013,0.0512820512820513,239.448717948718,45.5,0,0.0869565217391304,117.20652173913,34,0.0120481927710843,0.121951219512195,280.158536585366,26,0.0266666666666667,0.0410958904109589,809.465753424658,196,0,0.242424242424242,1599.62626262626,35,"Normal",0.593683949299296
"","Field et al. 2019","field_2","GSE106245","GSM2867932","cortical","directed cortical","Eiraku et al. 2008","Age","wk01","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867932_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867932_seurat_processed.Rdata",1864,1508,3.72809043949722,3.78233492458832,4638.06564986737,4745,17656.5802387268,17558.5,0.989677088932732,0.540489411911546,0.591567060807803,0.488942270309574,0.526626075086755,0.58420500426958,0.526252641939722,0.431902056136102,0.436370179865424,0.705247353535354,0.5608217413416,0.795899385094084,0.636939487975175,0.62095421473607,0.0131578947368421,0.0533333333333333,1574.46666666667,432,0.0101010101010101,0,2221.69387755102,1395.5,0.0126582278481013,0.0641025641025641,219.294871794872,45,0,0.119565217391304,104.54347826087,25,0.0120481927710843,0.109756097560976,259.536585365854,20,0.0266666666666667,0.0273972602739726,758.534246575342,193,0,0.202020202020202,1308.82828282828,38,"Normal",0.592708357471578
"","Field et al. 2019","field_3","GSE106245","GSM2867933","cortical","directed cortical","Eiraku et al. 2008","Age","wk02","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867933_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867933_seurat_processed.Rdata",2226,2197,2.10657540604526,1.95134000247005,3385.82749203459,3272,9995.66454255803,9300,0.990077682426273,0.701051864532672,0.666594948752325,0.82891995746532,0.69193465825213,0.587595308295874,0.5159273873639,0.700678512338793,0.845542453847481,0.648795797979798,0.754018494962193,0.711594367047986,0.770115399534523,0.60981937230663,0.0131578947368421,0.04,1657.65333333333,361,0.0101010101010101,0,1562.64285714286,949.5,0.0126582278481013,0.0384615384615385,285.153846153846,93,0,0.0217391304347826,343.739130434783,59.5,0.0120481927710843,0.0365853658536585,251.5,65.5,0.0266666666666667,0.0136986301369863,825.328767123288,237,0,0.232323232323232,873.565656565657,31,"Normal",0.63852148881655
"","Field et al. 2019","field_4","GSE106245","GSM2867934","cortical","directed cortical","Eiraku et al. 2008","Age","wk02","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867934_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867934_seurat_processed.Rdata",2163,2142,2.26029369754282,2.42455671578337,3401.19000933707,3334,9725.42343604108,9169.5,0.990145033885669,0.700223716999983,0.692735619741994,0.803400410215889,0.660378543513316,0.587058565743471,0.506706950602257,0.589627282291912,0.836956791321601,0.592699474747475,0.752103904533467,0.698598773522321,0.770805210757693,0.519885030588395,0.0131578947368421,0.0533333333333333,1587.34666666667,327,0.0101010101010101,0,1641.10204081633,998.5,0.0126582278481013,0.0384615384615385,266.102564102564,82,0,0.0434782608695652,308.967391304348,55.5,0.0120481927710843,0.0609756097560976,237.40243902439,42,0.0266666666666667,0.0136986301369863,795.232876712329,219,0,0.252525252525253,796.888888888889,27,"Normal",0.640599070242699
"","Field et al. 2019","field_5","GSE106245","GSM2867935","cortical","directed cortical","Eiraku et al. 2008","Age","wk00","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867935_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867935_seurat_processed.Rdata",2479,2460,3.76005382612217,3.63078438837155,3799.60040650407,3777,12594.6528455285,12029,0.926188073396735,0.528030213572797,0.548235427674508,0.488122810483202,0.4771909232949,0.534407398456507,0.497538705729048,0.312315678599166,0.399264848602484,0.568226262626263,0.525873549369015,0.758546584234658,0.673895784846134,0.614648009143422,0.0131578947368421,0.08,1401.72,146,0.0101010101010101,0,3127.76530612245,1731.5,0.0126582278481013,0.166666666666667,398.461538461538,38.5,0,0.152173913043478,162.108695652174,27,0.0120481927710843,0.0487804878048781,186.231707317073,16,0.0266666666666667,0.136986301369863,1128.71232876712,70,0,0.282828282828283,3594.61616161616,34,"Normal",0.556150629882668
"","Field et al. 2019","field_6","GSE106245","GSM2867936","cortical","directed cortical","Eiraku et al. 2008","Age","wk05","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867936_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/field_2019_GSM2867936_seurat_processed.Rdata",1681,1678,1.3560163833091,1.29825751830696,1885.0178784267,1701.5,4678.09296781883,3917.5,0.989973567176428,0.705044599619072,0.804661770429748,0.83254806692067,0.735846503613177,0.70179622021364,0.521432313370058,0.678992285522495,0.804756782694962,0.768460282828283,0.675165595441043,0.96488475846274,0.847582104990949,0.614524449386835,0.0131578947368421,0.04,614.626666666667,95,0.0101010101010101,0,290.132653061225,111,0.0126582278481013,0.0384615384615385,100.333333333333,28,0,0.0326086956521739,428.934782608696,51,0.0120481927710843,0.024390243902439,429.658536585366,41,0.0266666666666667,0.0136986301369863,209.41095890411,41,0,0.262626262626263,459.818181818182,8,"Normal",0.643862916021326
